CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,DISA STIG,CCI
CCE-91071-1,sysprefs_screen_sharing_disable,Disable Screen Sharing and Apple Remote Desktop,"Support for both Screen Sharing and Apple Remote Desktop (ARD) is non-essential and _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling screen sharing and ARD helps prevent the unauthorized connection of devices, the unauthorized transfer of information, and unauthorized tunneling.
",Script,"/bin/launchctl print-disabled system | /usr/bin/grep -c '""com.apple.screensharing"" => true'
",{'integer': 1},"[source,bash]
----
/bin/launchctl disable system/com.apple.screensharing
----
NOTE - This will apply to the whole system
","AC-3
AC-17","3.1.1
3.1.2",SRG-OS-000480-GPOS-00227,APPL-12-002050,CCI-000366
CCE-91072-9,sysprefs_screensaver_ask_for_password_delay_enforce,Enforce Session Lock After Screen Saver is Started,"A screen saver _MUST_ be enabled and the system _MUST_ be configured to require a password to unlock once the screensaver has been on for a maximum of five seconds. 

An unattended system with an excessive grace period is vulnerable to a malicious user. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.screensaver')\
.objectForKey('askForPasswordDelay').js
EOS
",{'integer': 5},"Create a configuration profile containing the following keys in the (com.apple.screensaver) payload type:

[source,xml]
----
<key>askForPasswordDelay</key>
<integer>5</integer>
----

",AC-11,3.1.10,SRG-OS-000028-GPOS-00009,APPL-12-000003,CCI-000056
CCE-91073-7,sysprefs_screensaver_password_enforce,Enforce Screen Saver Password,"Users _MUST_ authenticate when unlocking the screen saver. 

The screen saver acts as a session lock and prevents unauthorized users from accessing the current user's account.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.screensaver')\
.objectForKey('askForPassword').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.screensaver) payload type:

[source,xml]
----
<key>askForPassword</key>
<true/>
----

",AC-11,3.1.10,SRG-OS-000028-GPOS-00009,APPL-12-000002,CCI-000056
CCE-91074-5,sysprefs_screensaver_timeout_enforce,Enforce Screen Saver Timeout,"The screen saver timeout _MUST_ be set to 20 minutes or a shorter length of time. 

This rule ensures that a full session lock is triggered within no more than 20 minutes of inactivity.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.screensaver')\
.objectForKey('idleTime').js
EOS
",{'integer': 1200},"Create a configuration profile containing the following keys in the (com.apple.screensaver) payload type:

[source,xml]
----
<key>idleTime</key>
<integer>1200</integer>
----

","AC-11
IA-11",3.1.10,SRG-OS-000029-GPOS-00010,APPL-12-000004,CCI-000057
CCE-91075-2,sysprefs_siri_disable,Disable Siri,"Support for Siri is non-essential and _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.ironwood.support')\
.objectForKey('Ironwood Allowed').js
EOS
",{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.ironwood.support) payload type:

[source,xml]
----
<key>Ironwood Allowed</key>
<false/>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)","3.1.20
3.4.6","SRG-OS-000095-GPOS-00049
SRG-OS-000370-GPOS-00155",APPL-12-002020,"CCI-000381
CCI-001774"
CCE-91136-2,sysprefs_siri_prefpane_disable,Disable the System Preference Pane for Siri,"The system preference pane for Siri _MUST_ be disabled.

Disabling the system preference pane prevents the users from configuring Siri. 
",Configuration Profile,"/usr/bin/profiles -P -o stdout | /usr/bin/grep -c 'com.apple.preferences.speech' | /usr/bin/awk '{ if ($1 >= 2) {print ""1""} else {print ""0""}}' 
",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.systempreferences) payload type:

[source,xml]
----
<key>DisabledPreferencePanes</key>
<array>
    <string>com.apple.preferences.speech</string>
</array>
----

","CM-7
CM-7(5)",,SRG-OS-000095-GPOS-00049,APPL-12-002053,"CCI-001774
CCI-000381"
CCE-91137-0,sysprefs_siri_prefpane_hide,Hide the System Preference Pane for Siri,"The system preference pane for Siri _MUST_ be hidden.

HIding the system preference pane prevents the users from configuring Siri. 
",Configuration Profile,"/usr/bin/profiles -P -o stdout | /usr/bin/grep -c 'com.apple.preferences.speech' | /usr/bin/awk '{ if ($1 >= 2) {print ""1""} else {print ""0""}}' 
",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.systempreferences) payload type:

[source,xml]
----
<key>HiddenPreferencePanes</key>
<array>
    <string>com.apple.preferences.speech</string>
</array>
----

","CM-7
CM-7(5)",,SRG-OS-000095-GPOS-00049,APPL-12-002053,"CCI-001774
CCI-000381"
CCE-91076-0,sysprefs_smbd_disable,Disable Server Message Block Sharing,"Support for Server Message Block (SMB) file sharing is non-essential and _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities.
",Script,"/bin/launchctl print-disabled system | /usr/bin/grep -c '""com.apple.smbd"" => true'
",{'integer': 1},"[source,bash]
----
/bin/launchctl disable system/com.apple.smbd
----
The system may need to be restarted for the update to take effect.
","AC-3
AC-17","3.1.1
3.1.2",SRG-OS-000095-GPOS-00049,APPL-12-002001,CCI-000381
CCE-91138-8,sysprefs_software_update_app_update_enforce,Enforce Software Update App Update Updates Automatically,"Software Update _MUST_ be configured to enforce automatic updates of App Updates is enabled.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SoftwareUpdate')\
.objectForKey('AutomaticallyInstallAppUpdates').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SoftwareUpdate) payload type:

[source,xml]
----
<key>AutomaticallyInstallAppUpdates</key>
<true/>
----

",,,,,
CCE-91139-6,sysprefs_software_update_download_enforce,Enforce Software Update Downloads Updates Automatically,"Software Update _MUST_ be configured to enforce automatic downloads of updates is enabled.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SoftwareUpdate')\
.objectForKey('AutomaticDownload').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SoftwareUpdate) payload type:

[source,xml]
----
<key>AutomaticDownload</key>
<true/>
----

",,,,,
CCE-91140-4,sysprefs_software_update_enforce,Enforce Software Update Automatically,"Software Update _MUST_ be configured to enforce automatic update is enabled.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SoftwareUpdate')\
.objectForKey('AutomaticCheckEnabled').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SoftwareUpdate) payload type:

[source,xml]
----
<key>AutomaticCheckEnabled</key>
<true/>
----

",SI-2(5),,,,
CCE-91141-2,sysprefs_softwareupdate_current,Ensure Software Update is Updated and Current,"Make sure Software Update is updated and current.

NOTE: Automatic fix can cause unplanned restarts and may lose work.
",Script,"softwareupdate_date_epoch=$(/bin/date -j -f ""%Y-%m-%d"" ""$(/usr/bin/defaults read /Library/Preferences/com.apple.SoftwareUpdate.plist LastFullSuccessfulDate | /usr/bin/awk '{print $1}')"" ""+%s"")
thirty_days_epoch=$(/bin/date -v -30d ""+%s"")
if [[ $softwareupdate_date_epoch -lt $thirty_days_epoch ]]; then
  /bin/echo ""0""
else
  /bin/echo ""1""
fi
",{'integer': 1},"[source,bash]
----
/usr/sbin/softwareupdate -i -a -R
----
NOTE - This will apply to the whole system
",,,,,
CCE-91077-8,sysprefs_ssh_disable,Disable SSH Server for Remote Access Sessions,"SSH service _MUST_ be disabled for remote access.

Remote access sessions _MUST_ use FIPS validated encrypted methods to protect unauthorized individuals from gaining access. 
",Script,"/bin/launchctl print-disabled system | /usr/bin/grep -c '""com.openssh.sshd"" => true'
",{'integer': 1},"[source,bash]
----
/bin/launchctl disable system/com.openssh.sshd
----
","CM-7
CM-7(1)
AC-17","3.1.1
3.1.2
3.4.6","SRG-OS-000250-GPOS-00093
SRG-OS-000033-GPOS-00014
SRG-OS-000319-GPOS-00164
SRG-OS-000393-GPOS-00173
SRG-OS-000394-GPOS-00174
SRG-OS-000112-GPOS-00057
SRG-OS-000113-GPOS-00058
SRG-OS-000423-GPOS-00187
SRG-OS-000424-GPOS-00188
SRG-OS-000425-GPOS-00189
SRG-OS-000426-GPOS-00190",APPL-12-000011,
CCE-91078-6,sysprefs_ssh_enable,Enable SSH Server for Remote Access Sessions,"Remote access sessions _MUST_ use encrypted methods to protect unauthorized individuals from gaining access. 
",Script,"/bin/launchctl print-disabled system | /usr/bin/grep -c '""com.openssh.sshd"" => false'
",{'integer': 1},"[source,bash]
----
/bin/launchctl enable system/com.openssh.sshd
----
","IA-2(8)
AC-3
CM-7
CM-7(1)
AC-17","3.1.1
3.1.2
3.4.6
3.5.4",,,
CCE-91079-4,sysprefs_system_wide_preferences_configure,Require Administrator Password to Modify System-Wide Preferences,"The system _MUST_ be configured to require an administrator password in order to modify the system-wide preferences in System Preferences. 

Some Preference Panes in System Preferences contain settings that affect the entire system. Requiring a password to unlock these system-wide settings reduces the risk of a non-authorized user modifying system configurations.
",Script,"/usr/bin/security authorizationdb read system.preferences 2> /dev/null |  /usr/bin/grep -A 1 ""<key>shared</key>"" | /usr/bin/grep -c ""<false/>""
",{'integer': 1},"[source,bash]
----
/usr/bin/security authorizationdb read system.preferences > /tmp/system.preferences.plist
/usr/libexec/PlistBuddy -c ""Set :shared false"" /tmp/system.preferences.plist
/usr/bin/security authorizationdb write system.preferences < /tmp/system.preferences.plist
----
","AC-6
AC-6(2)
AC-6(1)","3.1.5
3.1.6",,APPL-12-002069,
CCE-91142-0,sysprefs_time_machine_auto_backup_enable,Configure Time Machine for Automatic Backups,"Automatic backups _MUST_ be enabled when using Time Machine. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.TimeMachine')\
.objectForKey('AutoBackup').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.TimeMachine) payload type:

[source,xml]
----
<key>AutoBackup</key>
<true/>
----

",,,,,
CCE-91143-8,sysprefs_time_machine_encrypted_configure,Ensure Time Machine Volumes are Encrypted,"Time Machine volumes _MUST_ be encrypted. 
",Manual,"error_count=0
for tm in $(/usr/bin/tmutil destinationinfo 2>/dev/null| /usr/bin/awk -F': ' '/Name/{print $2}'); do
  tmMounted=$(/usr/sbin/diskutil info ""${tm}"" 2>/dev/null | /usr/bin/awk '/Mounted/{print $2}')
  tmEncrypted=$(/usr/sbin/diskutil info ""${tm}"" 2>/dev/null | /usr/bin/awk '/FileVault/{print $2}')
  if [[ ""$tmMounted"" = ""Yes"" && ""$tmEncrypted"" = ""No"" ]]; then
      ((error_count++))
  fi
done
echo ""$error_count""
",{'integer': 0},". Go to System Preferences -> Time Machine
. Click *Select Disk*
. Select existing Backup Disk under *Available Disks*
. Click *Encrypt Backups*
. Click *Use Disk*
",,,,,
CCE-91080-2,sysprefs_time_server_configure,Configure macOS to Use an Authorized Time Server,"Approved time servers _MUST_ be the only servers configured for use.

This rule ensures the uniformity of time stamps for information systems with multiple system clocks and systems connected over a network.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.MCX')\
.objectForKey('timeServer').js
EOS
","{'string': 'time-a.nist.gov,time-b.nist.gov'}","Create a configuration profile containing the following keys in the (com.apple.MCX) payload type:

[source,xml]
----
<key>timeServer</key>
<string>time-a.nist.gov,time-b.nist.gov</string>
----

","AU-12(1)
SC-45(1)",3.3.7,"SRG-OS-000355-GPOS-00143
SRG-OS-000356-GPOS-00144",APPL-12-000014,"CCI-001891
CCI-002046"
CCE-91081-0,sysprefs_time_server_enforce,Enable macOS Time Synchronization Daemon (timed),"The timed service _MUST_ be enabled on all networked systems and configured to set time automatically from the approved time server.

This rule ensures the uniformity of time stamps for information systems with multiple system clocks and systems connected over a network.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.timed')\
.objectForKey('TMAutomaticTimeOnlyEnabled').js
EOS
",{'string': 'true'},"NOTE: The following settings are in the (com.apple.ManagedClient.preferences) payload. This payload requires the additional settings to be sub-payloads within, containing their their defined payload types.

Create a configuration profile containing the following keys in the (com.apple.timed) payload type:

[source,xml]
----
<key>TMAutomaticTimeOnlyEnabled</key>
<true/>
----

","AU-12(1)
SC-45(1)",3.3.7,"SRG-OS-000355-GPOS-00143
SRG-OS-000356-GPOS-00144",APPL-12-000014,"CCI-001891
CCI-002046"
CCE-91082-8,sysprefs_token_removal_enforce,Configure User Session Lock When a Smart Token is Removed,"The screen lock _MUST_ be configured to initiate automatically when the smart token is removed from the system.

Session locks are temporary actions taken when users stop work and move away from the immediate vicinity of the information system but do not want to log out because of the temporary nature of their absences. While a session lock is not an acceptable substitute for logging out of an information system for longer periods of time, they prevent a malicious user from accessing the information system when a user has removed their smart token. 

[IMPORTANT]
====
Information System Security Officers (ISSOs) may make the risk-based decision not to enforce a session lock when a smart token is removed, so as to maintain necessary workflow capabilities, but they are advised to first fully weigh the potential risks posed to their organization. 
====
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.security.smartcard')\
.objectForKey('tokenRemovalAction').js
EOS
",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.security.smartcard) payload type:

[source,xml]
----
<key>tokenRemovalAction</key>
<integer>1</integer>
----

",AC-11,3.1.10,SRG-OS-000030-GPOS-00011,APPL-12-000005,CCI-000058
