Unnamed: 0,Last modified: 2010-09-25,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
CCE-15719-8,"The ""Script ActiveX controls marked safe for scripting"" machine setting should be configured correctly for the Locked-Down Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone\Script ActiveX controls marked safe for scripting
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16565-4,"The ""Navigate windows and frames across different domains"" machine setting should be configured correctly for the Locked-Down Restricted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Navigate windows and frames across different domains
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16719-7,"The ""Software channel permissions"" machine setting should be configured correctly for the Locked-Down Intranet Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone\Software channel permissions
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\1",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16178-6,"The ""Turn on Cross-Site Scripting (XSS) Filter"" machine setting should be configured correctly for the Locked-Down Intranet Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone\Turn on Cross-Site Scripting (XSS) Filter
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\1",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16667-8,"The ""Web sites in less privileged Web content zones can navigate into this zone"" machine setting should be configured correctly for the Locked-Down Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone\Web sites in less privileged Web content zones can navigate into this zone
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16650-4,"The ""Use Pop-up Blocker"" machine setting should be configured correctly for the Locked-Down Intranet Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone\Use Pop-up Blocker
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\1",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15807-1,"The ""Allow cut, copy or paste operations from the clipboard via script"" machine setting should be configured correctly for the Locked-Down Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone\Allow cut, copy or paste operations from the clipboard via script
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16425-1,"The ""Allow cut, copy or paste operations from the clipboard via script"" machine setting should be configured correctly for the Locked-Down Intranet Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone\Allow cut, copy or paste operations from the clipboard via script
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\1",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16539-9,"The ""Allow status bar updates via script"" machine setting should be configured correctly for the Locked-Down Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone\Allow status bar updates via script
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16857-5,"The ""Allow binary and script behaviors"" machine setting should be configured correctly for the Locked-Down Restricted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Allow binary and script behaviors
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16807-0,"The ""Logon options"" machine setting should be configured correctly for the Locked-Down Internet Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone\Logon options
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\3",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16233-9,"The ""Turn on Cross-Site Scripting (XSS) Filter"" machine setting should be configured correctly for the Locked-Down Restricted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Turn on Cross-Site Scripting (XSS) Filter
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15949-1,"The ""Turn Off First-Run Opt-In"" machine setting should be configured correctly for the Locked-Down Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone\Turn Off First-Run Opt-In
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-14981-5,"The ""Logon options"" machine setting should be configured correctly for the Locked-Down Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone\Logon options
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16160-4,"The ""Allow binary and script behaviors"" machine setting should be configured correctly for the Locked-Down Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone\Allow binary and script behaviors
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16039-0,"The ""Script ActiveX controls marked safe for scripting"" machine setting should be configured correctly for the Locked-Down Internet Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone\Script ActiveX controls marked safe for scripting
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\3",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15710-7,"The ""Userdata persistence"" machine setting should be configured correctly for the Locked-Down Local Machine Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Local Machine Zone\Userdata persistence
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\0",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16668-6,"The ""Disable .NET Framework Setup"" machine setting should be configured correctly for the Locked-Down Intranet Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone\Disable .NET Framework Setup
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\1",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16581-1,"The ""Allow scripting of Internet Explorer web browser control"" machine setting should be configured correctly for the Locked-Down Restricted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Restricted Sites Zone\Allow scripting of Internet Explorer web browser control
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\4",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-15682-8,"The ""Download signed ActiveX controls"" machine setting should be configured correctly for the Locked-Down Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone\Download signed ActiveX controls
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16614-0,"The ""Allow installation of desktop items"" machine setting should be configured correctly for the Locked-Down Trusted Sites Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Trusted Sites Zone\Allow installation of desktop items
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\2",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16543-1,"The ""Automatic prompting for file downloads"" machine setting should be configured correctly for the Locked-Down Internet Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Internet Zone\Automatic prompting for file downloads
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\3",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16959-9,"The ""Allow websites to prompt for information using scripted windows"" machine setting should be configured correctly for the Locked-Down Intranet Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone\Allow websites to prompt for information using scripted windows
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\1",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
CCE-16086-1,"The ""Open files based on content, not file extension"" machine setting should be configured correctly for the Locked-Down Intranet Zone.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Internet Explorer\Internet Control Panel\Security Page\Locked-Down Intranet Zone\Open files based on content, not file extension
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CurrentVersion\Internet Settings\Lockdown_Zones\1",,,,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Internet Explorer 8
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940",,
