CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,DISA STIG,CCI
CCE-84848-1,sysprefs_token_removal_enforce,Configure User Session Lock When a Smart Token is Removed,"The screen lock _MUST_ be configured to initiate automatically when the smart token is removed from the system.

Session locks are temporary actions taken when users stop work and move away from the immediate vicinity of the information system but do not want to log out because of the temporary nature of their absences. While a session lock is not an acceptable substitute for logging out of an information system for longer periods of time, they prevent a malicious user from accessing the information system when a user has removed their smart token. 

[IMPORTANT]
====
Information System Security Officers (ISSOs) may make the risk-based decision not to enforce a session lock when a smart token is removed, so as to maintain necessary workflow capabilities, but they are advised to first fully weigh the potential risks posed to their organization. 
====
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.security.smartcard')\
.objectForKey('tokenRemovalAction').js
EOS
",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.security.smartcard) payload type:

[source,xml]
----
<key>tokenRemovalAction</key>
<integer>1</integer>
----

",AC-11,3.1.10,SRG-OS-000030-GPOS-00011,AOSX-15-000005,CCI-000058
CCE-84849-9,sysprefs_touchid_unlock_disable,Disable TouchID for Unlocking the Device,"TouchID enables the ability to unlock a Mac system with a user's fingerprint. 

TouchID _MUST_ be disabled for ""Unlocking your Mac"" on all macOS devices that are capable of using Touch ID. 

The system _MUST_ remain locked until the user establishes access using an authorized identification and authentication method. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowFingerprintForUnlock').js
EOS
",{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowFingerprintForUnlock</key>
<false/>
----

",AC-11,3.1.10,,,
CCE-84938-0,sysprefs_wifi_disable,Disable Wi-Fi Interface,"The macOS system must be configured with Wi-Fi support software disabled if not connected to an authorized trusted network. 

Allowing devices and users to connect to or from the system without first authenticating them allows untrusted access and can lead to a compromise or attack. Since wireless communications can be intercepted  it is necessary to use encryption to protect the confidentiality of information in transit.Wireless technologies include  for example  microwave  packet radio (UHF/VHF)  802.11x  and Bluetooth. Wireless networks use authentication protocols (e.g.  EAP/TLS  PEAP)  which provide credential protection and mutual authentication.

NOTE: If the system requires Wi-Fi to connect to an authorized network, this is not applicable.
",Script,"/usr/sbin/networksetup -listallnetworkservices | /usr/bin/grep -c ""*Wi-Fi""
",{'integer': 1},"To disable Wi-Fi on a macOS system, run the following command.
[source,bash]
----
  /usr/sbin/networksetup -setnetworkserviceenabled ""Wi-Fi"" off
----
","AC-4
AC-18
AC-18(1)
AC-18(3)",,"SRG-OS-000299-GPOS-00117
SRG-OS-000300-GPOS-00118
SRG-OS-000379-GPOS-00164",AOSX-15-000008,"CCI-001443
CCI-001444
CCI-001967"
CCE-84923-2,audit_record_reduction_report_generation,Audit Record Reduction and Report Generation,"The system _IS_ configured with the ability provide and implement an audit record reduction and report generation capability. 

Audit record reduction is a process that manipulates collected audit log information and organizes it into a summary format that is more meaningful to analysts. Audit record reduction and report generation capabilities do not always emanate from the same system or from the same organizational entities that conduct audit logging activities. The audit record reduction capability includes modern data mining techniques with advanced data filters to identify anomalous behavior in audit records. The report generation capability provided by the system can generate customizable reports. Time ordering of audit records can be an issue if the granularity of the timestamp in the record is insufficient.

Audit record reduction and report generation can be done with tools built into macOS such as auditreduce and praudit. These tools are protected by System Integrity Protection (SIP).
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AU-7,,,,
CCE-84863-0,os_allow_info_passed,Allow Information Transfer with Other Operating Systems,"The information system _IS_ configured to allow the transfer of information to and from other operating systems and users.

The macOS is a UNIX 03-compliant operating system, which allows owners of object to have discretion over who should be authorized to access information.

link:https://developer.apple.com/library/archive/documentation/Security/Conceptual/AuthenticationAndAuthorizationGuide/Permissions/Permissions.html[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-3(4),,SRG-OS-000312-GPOS-00122,,CCI-002165
CCE-84943-0,os_application_sandboxing,Ensure Seperate Execution Domain for Processes,"The inherent configuration of the macOS _IS_ in compliance as Apple has implemented multiple features Mandatory access controls (MAC), System Integrity Protection (SIP), and application sandboxing. 

link:https://support.apple.com/guide/security/system-integrity-protection-secb7ea06b49/web[]

link:https://developer.apple.com/library/archive/documentation/Security/Conceptual/AppSandboxDesignGuide/AboutAppSandbox/AboutAppSandbox.html[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",SC-39,,,,
CCE-84882-0,os_change_security_attributes,Allow Administrators to Modify Security Settings and System Attributes,"The information system _IS_ configured to allow administrators to modify security settings and system attributes. 

The macOS is a UNIX 03-compliant operating system, which allows administrators of the system to change security settings and system attributes, including those which are kept within preference panes that are locked for standard users. . 

link:https://support.apple.com/guide/mac-help/change-permissions-for-files-folders-or-disks-mchlp1203/mac[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-3(4),,SRG-OS-000312-GPOS-00124,,CCI-002165
CCE-84889-5,os_crypto_audit,Protect Audit Integrity with Cryptographic Mechanisms,"The information system _IS_ configured to implement cryptographic mechanisms to protect the integrity of audit information and audit tools. 

The Apple T2 Security Chip includes a dedicated Advanced Encryption Standard (AES) crypto engine built into the direct memory access (DMA) path between the flash storage and main system memory, which powers line-speed encrypted storage with FileVault and makes internal volume highly efficient. 

link:https://www.apple.com/euro/mac/shared/docs/Apple_T2_Security_Chip_Overview.pdf[]

NOTE: This will only apply to a Mac that includes a T2 security chip. 
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AU-9(3),,SRG-OS-000278-GPOS-00108,,CCI-001496
CCE-84854-9,os_enforce_access_restrictions,Enforce Access Restrictions,"The information system _IS_ configured to enforce access restrictions and support auditing of the enforcement actions.

The inherent configuration of a macOS provides users with the ability to set their own permission settings to control who can view and alter files on the computer. 

link:https://support.apple.com/guide/mac-help/change-permissions-for-files-folders-or-disks-mchlp1203/mac[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",CM-5(1),,SRG-OS-000364-GPOS-00151,,CCI-001813
CCE-84887-9,os_error_message,Generate Error Messages without Exploitable Information,"The information system _IS_ configured to generate error messages that provide the information necessary for corrective actions without revealing information that could be exploited by adversaries.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",,,SRG-OS-000205-GPOS-00083,,CCI-001312
CCE-84860-6,os_fail_secure_state,"Configure System to Fail to a Known Safe State if System Initialization, Shutdown, or Abort Fails","The information system _IS_ configured to fail to a known safe state in the event of a failed system initialization, shutdown, or abort. 

Failure to a known safe state helps prevent systems from failing to a state that may cause loss of data or unauthorized access to system resources. 

Apple File System (APFS) is the default file system for Mac computers using macOS 10.13 and all later versions. APFS includes native encryption, safe document saves, stable snapshots, and crash protection; these features ensure that the macOS fails to safe state. 

link:https://developer.apple.com/videos/play/wwdc2017/715/[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",SC-24,,"SRG-OS-000184-GPOS-00078
SRG-OS-000269-GPOS-00103",,"CCI-001190
CCI-001665"
CCE-84878-8,os_grant_privs,Allow Administrators to Promote Other Users to Administrator Status,"The information system _IS_ configured to allow current administrators to promote standard users to administrator user status. 

The macOS is a UNIX 03-compliant operating system which allows administrators of the system to grant privileges to other users.

link:https://support.apple.com/guide/mac-help/set-up-other-users-on-your-mac-mtusr001/mac[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-3(4),,SRG-OS-000312-GPOS-00123,,CCI-002165
CCE-84867-1,os_implement_cryptography,Configure the System to Implement Approved Cryptography to Protect Information,"The information system _IS_ configured to implement approved cryptography to protect information. 

Use of weak or untested encryption algorithms undermines the purposes of utilizing encryption to protect data. The operating system must implement cryptographic modules that adhere to the higher standards that have been tested, validated, and approved by the federal government. 

macOS Catalina has received FIPS validation from the National Institute of Standards and Technology (NIST).

link:https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3858[]
link:https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3859[]
link:https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3811[]

link:https://support.apple.com/en-us/HT201159[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement using FIPS Validated Cryptographic Modules.
",,"The technology inherently meets this requirement. No fix is required.
",SC-13,3.13.11,SRG-OS-000396-GPOS-00176,,CCI-002450
CCE-84866-3,os_implement_memory_protection,Configure the System to Protect Memory from Unauthorized Code Execution,"The information system _IS_ configured to implement non-executable data to protect memory from code execution.

Some adversaries launch attacks with the intent of executing code in non-executable regions of memory or in memory locations that are prohibited (e.g., buffer overflow attacks). Security safeguards (e.g., data execution prevention and address space layout randomization) can be employed to protect non-executable regions of memory. Data execution prevention safeguards can either be hardware-enforced or software-enforced; hardware-enforced methods provide the greater strength of mechanism. 

macOS supports address space layout randomization (ASLR), position-independent executable (PIE), Stack Canaries, and NX stack and heap protection.

link:https://developer.apple.com/library/archive/documentation/Darwin/Conceptual/64bitPorting/transition/transition.html[]

link:https://developer.apple.com/library/archive/qa/qa1788/_index.html[]

link:https://www.apple.com/macos/security/[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",SI-16,,"SRG-OS-000433-GPOS-00192
SRG-OS-000433-GPOS-00193",,CCI-002824
